Rossz,Szomszedos,Okt. 21--23.,Őszi szünet,Nov. 11--13.,Nov. 18--20.,Nov. 25--27.,Dec. 2--4.,Dec. 9--11.,Dec. 16--18.,Jan. 6--8.,Jan. 13--15.,Jan. 20--22.,Jan. 27--29.
2,2,,,,Bébé,Mongúz,Okapi,,Beluga,,Ka,,Medve
2,2,,,Medve,,Mongúz,Okapi,,,Beluga,Ka,,Bébé
2,2,Bébé,,,Medve,Mongúz,Okapi,,,,Ka,,Beluga
2,2,Bébé,,,,Mongúz,Okapi,Medve,,,Ka,,Beluga
2,2,,,Bébé,,Mongúz,Okapi,Medve,,,Ka,,Beluga
2,2,,,,Bébé,Mongúz,Okapi,,Medve,,Ka,,Beluga
2,2,,,Medve,,Mongúz,Okapi,Bébé,,,Ka,,Beluga
2,2,,,Beluga,Medve,Mongúz,,,Okapi,,Ka,,Bébé
2,2,,,,Beluga,Mongúz,Medve,,Okapi,,Ka,,Bébé
2,2,,,,Beluga,Mongúz,,Medve,Okapi,,Ka,,Bébé
2,2,Bébé,,,Medve,Mongúz,Beluga,,Okapi,,Ka,,
2,2,,,,Bébé,Mongúz,Beluga,,Okapi,,Ka,,Medve
2,2,Bébé,,,Medve,Mongúz,,Beluga,Okapi,,Ka,,
2,2,,,,Bébé,Mongúz,,Beluga,Okapi,,Ka,,Medve
2,2,,,Medve,,Mongúz,,,Okapi,Beluga,Ka,,Bébé
2,2,,,Bébé,Medve,Mongúz,,,Okapi,,Ka,,Beluga
2,2,,,Medve,Bébé,Mongúz,,,Okapi,,Ka,,Beluga
2,2,,,,Medve,Mongúz,Bébé,,Okapi,,Ka,,Beluga
2,2,,,Beluga,,Mongúz,Medve,,Bébé,,Ka,Okapi,
2,2,,,Beluga,,Mongúz,,Medve,Bébé,,Ka,Okapi,
2,2,,,Beluga,,Mongúz,,Medve,,,Ka,Okapi,Bébé
2,2,,,Medve,,Mongúz,Beluga,,Bébé,,Ka,Okapi,
2,2,Bébé,,,Medve,Mongúz,,Beluga,,,Ka,Okapi,
2,2,,,Medve,,Mongúz,,Beluga,Bébé,,Ka,Okapi,
2,2,,,Medve,,Mongúz,,Beluga,,,Ka,Okapi,Bébé
2,2,Bébé,,,Medve,Mongúz,,,Beluga,,Ka,Okapi,
2,2,Bébé,,,,Mongúz,Medve,,Beluga,,Ka,Okapi,
2,2,Bébé,,,,Mongúz,,Medve,Beluga,,Ka,Okapi,
2,2,,,Bébé,,Mongúz,Medve,,Beluga,,Ka,Okapi,
2,2,,,Bébé,,Mongúz,,Medve,Beluga,,Ka,Okapi,
2,2,,,Medve,,Mongúz,,Bébé,Beluga,,Ka,Okapi,
2,2,,,Medve,,Mongúz,,,Beluga,,Ka,Okapi,Bébé
2,2,Bébé,,,,Mongúz,,Medve,,Beluga,Ka,Okapi,
2,2,,,Bébé,,Mongúz,,Medve,,Beluga,Ka,Okapi,
2,2,,,Medve,,Mongúz,,Bébé,,Beluga,Ka,Okapi,
2,2,Bébé,,,,Mongúz,,Medve,,,Ka,Okapi,Beluga
2,2,,,Bébé,,Mongúz,,Medve,,,Ka,Okapi,Beluga
2,2,,,Medve,,Mongúz,,Bébé,,,Ka,Okapi,Beluga
2,2,,,Medve,,Mongúz,,,Bébé,,Ka,Okapi,Beluga
2,2,,,Okapi,Beluga,,Mongúz,Medve,,,Ka,,Bébé
2,2,,,Okapi,,Beluga,Mongúz,Medve,,,Ka,,Bébé
2,2,Bébé,,Okapi,Medve,,Mongúz,Beluga,,,Ka,,
2,2,Bébé,,Okapi,,Medve,Mongúz,Beluga,,,Ka,,
2,2,,,Okapi,Bébé,,Mongúz,Beluga,,,Ka,,Medve
2,2,,,Okapi,,,Mongúz,Beluga,Bébé,,Ka,,Medve
2,2,,,Okapi,,,Mongúz,Beluga,Medve,,Ka,,Bébé
2,2,Bébé,,Okapi,,,Mongúz,Medve,Beluga,,Ka,,
2,2,,,Okapi,Bébé,,Mongúz,,Beluga,,Ka,Medve,
2,2,,,Okapi,,,Mongúz,Bébé,Beluga,,Ka,,Medve
2,2,,,Okapi,Medve,,Mongúz,,Beluga,,Ka,Bébé,
2,2,,,Okapi,,Medve,Mongúz,,Beluga,,Ka,Bébé,
2,2,,,Okapi,,,Mongúz,,Beluga,,Ka,Medve,Bébé
2,2,Bébé,,Okapi,Medve,,Mongúz,,,Beluga,Ka,,
2,2,Bébé,,Okapi,,Medve,Mongúz,,,Beluga,Ka,,
2,2,Bébé,,Okapi,,,Mongúz,Medve,,Beluga,Ka,,
2,2,,,Okapi,Bébé,,Mongúz,,,Beluga,Ka,,Medve
2,2,,,Okapi,,,Mongúz,Bébé,,Beluga,Ka,,Medve
2,2,,,Okapi,,,Mongúz,,Bébé,Beluga,Ka,,Medve
2,2,,,Okapi,,,Mongúz,,Medve,Beluga,Ka,,Bébé
2,2,,,Okapi,Medve,,Mongúz,,Bébé,,Ka,Beluga,
2,2,,,Okapi,,Medve,Mongúz,,Bébé,,Ka,Beluga,
2,2,,,Okapi,,,Mongúz,Bébé,Medve,,Ka,,Beluga
2,2,,,Okapi,,,Mongúz,,Bébé,,Ka,Medve,Beluga
2,2,,,Okapi,Medve,,Mongúz,,,Bébé,Ka,,Beluga
2,2,,,Okapi,,Medve,Mongúz,,,Bébé,Ka,,Beluga
2,2,,,Okapi,,,Mongúz,Medve,,Bébé,Ka,,Beluga
2,2,Bébé,,Beluga,Okapi,,Mongúz,Medve,,,Ka,,
2,2,,,Beluga,Okapi,,Mongúz,Bébé,,,Ka,,Medve
2,2,,,Beluga,Okapi,,Mongúz,,Bébé,,Ka,Medve,
2,2,,,,Okapi,Beluga,Mongúz,,Bébé,,Ka,,Medve
2,2,,,,Okapi,Beluga,Mongúz,,Medve,,Ka,,Bébé
2,2,Bébé,,Medve,Okapi,,Mongúz,Beluga,,,Ka,,
2,2,Bébé,,,Okapi,,Mongúz,Beluga,Medve,,Ka,,
2,2,Bébé,,,Okapi,,Mongúz,Beluga,,,Ka,Medve,
2,2,,,Bébé,Okapi,,Mongúz,Beluga,,,Ka,,Medve
2,2,Medve,,,Okapi,,Mongúz,Beluga,Bébé,,Ka,,
2,2,,,,Okapi,,Mongúz,Beluga,,Bébé,Ka,,Medve
2,2,,,Bébé,Okapi,,Mongúz,,Beluga,,Ka,Medve,
2,2,Medve,,,Okapi,,Mongúz,Bébé,Beluga,,Ka,,
2,2,,,,Okapi,,Mongúz,,Beluga,Bébé,Ka,,Medve
2,2,,,Medve,Okapi,,Mongúz,,Beluga,,Ka,Bébé,
2,2,,,,Okapi,,Mongúz,,Beluga,,Ka,Bébé,Medve
2,2,Bébé,,Medve,Okapi,,Mongúz,,,Beluga,Ka,,
2,2,Bébé,,,Okapi,,Mongúz,,Medve,Beluga,Ka,,
2,2,Bébé,,,Okapi,,Mongúz,,,Beluga,Ka,Medve,
2,2,,,Bébé,Okapi,,Mongúz,,,Beluga,Ka,,Medve
2,2,Medve,,,Okapi,,Mongúz,Bébé,,Beluga,Ka,,
2,2,Medve,,,Okapi,,Mongúz,,Bébé,Beluga,Ka,,
2,2,Bébé,,,Okapi,,Mongúz,Medve,,,Ka,Beluga,
2,2,,,Medve,Okapi,,Mongúz,,Bébé,,Ka,Beluga,
2,2,,,,Okapi,,Mongúz,,Bébé,,Ka,Beluga,Medve
2,2,,,,Okapi,,Mongúz,,Medve,,Ka,Beluga,Bébé
2,2,Bébé,,,Okapi,,Mongúz,,,,Ka,Medve,Beluga
2,2,,,Medve,Okapi,,Mongúz,,,Bébé,Ka,,Beluga
2,2,,,,Okapi,,Mongúz,,Medve,Bébé,Ka,,Beluga
2,2,,,,Okapi,,Mongúz,,Medve,,Ka,Bébé,Beluga
2,2,,,Beluga,,Okapi,Mongúz,Medve,,,Ka,,Bébé
2,2,,,Medve,,Okapi,Mongúz,Beluga,,,Ka,,Bébé
2,2,Bébé,,,Medve,Okapi,Mongúz,,Beluga,,Ka,,
2,2,,,,Bébé,Okapi,Mongúz,,Beluga,,Ka,,Medve
2,2,,,Medve,,Okapi,Mongúz,,,Beluga,Ka,,Bébé
2,2,Bébé,,,Medve,Okapi,Mongúz,,,,Ka,,Beluga
2,2,Bébé,,,,Okapi,Mongúz,Medve,,,Ka,,Beluga
2,2,,,Bébé,,Okapi,Mongúz,Medve,,,Ka,,Beluga
2,2,,,,Bébé,Okapi,Mongúz,,Medve,,Ka,,Beluga
2,2,,,Medve,,Okapi,Mongúz,Bébé,,,Ka,,Beluga
2,2,,,,Medve,,Mongúz,Okapi,Beluga,,Ka,,Bébé
2,2,,,,Medve,,Mongúz,Okapi,,Beluga,Ka,,Bébé
2,2,,,,Medve,,Mongúz,Okapi,Bébé,,Ka,,Beluga
2,2,Bébé,,Beluga,,,Mongúz,Medve,Okapi,,Ka,,
2,2,,,Beluga,Bébé,,Mongúz,,Okapi,,Ka,Medve,
2,2,,,Beluga,,,Mongúz,Bébé,Okapi,,Ka,,Medve
2,2,,,Beluga,Medve,,Mongúz,,Okapi,,Ka,Bébé,
2,2,,,Beluga,,Medve,Mongúz,,Okapi,,Ka,Bébé,
2,2,,,Beluga,,,Mongúz,,Okapi,,Ka,Medve,Bébé
2,2,Bébé,,,Beluga,Medve,Mongúz,,Okapi,,Ka,,
2,2,Bébé,,,Beluga,,Mongúz,Medve,Okapi,,Ka,,
2,2,,,,Beluga,,Mongúz,Bébé,Okapi,,Ka,,Medve
2,2,,,,Beluga,,Mongúz,,Okapi,,Ka,Medve,Bébé
2,2,Bébé,,,Medve,Beluga,Mongúz,,Okapi,,Ka,,
2,2,,,,Bébé,Beluga,Mongúz,,Okapi,,Ka,,Medve
2,2,Bébé,,Medve,,,Mongúz,Beluga,Okapi,,Ka,,
2,2,Bébé,,,,,Mongúz,Beluga,Okapi,,Ka,,Medve
2,2,,,Bébé,,,Mongúz,Beluga,Okapi,,Ka,,Medve
2,2,Medve,,,Bébé,,Mongúz,Beluga,Okapi,,Ka,,
2,2,Medve,,,,,Mongúz,Beluga,Okapi,,Ka,,Bébé
2,2,Bébé,,Medve,,,Mongúz,,Okapi,Beluga,Ka,,
2,2,Bébé,,,,,Mongúz,,Okapi,Beluga,Ka,,Medve
2,2,,,Bébé,,,Mongúz,,Okapi,Beluga,Ka,,Medve
2,2,Medve,,,Bébé,,Mongúz,,Okapi,Beluga,Ka,,
2,2,Medve,,,,,Mongúz,,Okapi,Beluga,Ka,,Bébé
2,2,Bébé,,,,Medve,Mongúz,,Okapi,,Ka,Beluga,
2,2,,,Bébé,Medve,,Mongúz,,Okapi,,Ka,Beluga,
2,2,,,Bébé,,Medve,Mongúz,,Okapi,,Ka,Beluga,
2,2,,,Medve,Bébé,,Mongúz,,Okapi,,Ka,Beluga,
2,2,,,,Bébé,,Mongúz,,Okapi,,Ka,Beluga,Medve
2,2,,,Medve,,,Mongúz,,Okapi,,Ka,Beluga,Bébé
2,2,Bébé,,,,,Mongúz,,Okapi,,Ka,Medve,Beluga
2,2,,,Bébé,,,Mongúz,,Okapi,,Ka,Medve,Beluga
2,2,,,,Medve,Bébé,Mongúz,,Okapi,,Ka,,Beluga
2,2,Medve,,,,,Mongúz,Bébé,Okapi,,Ka,,Beluga
2,2,,,Medve,,,Mongúz,,Okapi,Bébé,Ka,,Beluga
2,2,,,Medve,,,Mongúz,,Okapi,,Ka,Bébé,Beluga
2,2,Bébé,,Beluga,Medve,,Mongúz,,,,Ka,Okapi,
2,2,Bébé,,Beluga,,Medve,Mongúz,,,,Ka,Okapi,
2,2,Bébé,,Beluga,,,Mongúz,Medve,,,Ka,Okapi,
2,2,,,Beluga,Bébé,,Mongúz,,Medve,,Ka,Okapi,
2,2,,,Beluga,,,Mongúz,,Bébé,,Ka,Okapi,Medve
2,2,,,Beluga,,,Mongúz,,Medve,,Ka,Okapi,Bébé
2,2,Bébé,,,Beluga,,Mongúz,Medve,,,Ka,Okapi,
2,2,,,Medve,Beluga,,Mongúz,,Bébé,,Ka,Okapi,
2,2,,,,Beluga,,Mongúz,,Bébé,,Ka,Okapi,Medve
2,2,,,,Beluga,,Mongúz,,Medve,,Ka,Okapi,Bébé
2,2,,,Medve,,Beluga,Mongúz,,Bébé,,Ka,Okapi,
2,2,Bébé,,Medve,,,Mongúz,Beluga,,,Ka,Okapi,
2,2,Medve,,,Bébé,,Mongúz,Beluga,,,Ka,Okapi,
2,2,Bébé,,,,,Mongúz,,Beluga,,Ka,Okapi,Medve
2,2,,,Bébé,,,Mongúz,,Beluga,,Ka,Okapi,Medve
2,2,Medve,,,,,Mongúz,,Beluga,,Ka,Okapi,Bébé
2,2,Bébé,,Medve,,,Mongúz,,,Beluga,Ka,Okapi,
2,2,Medve,,,Bébé,,Mongúz,,,Beluga,Ka,Okapi,
2,2,Bébé,,Medve,,,Mongúz,,,,Ka,Okapi,Beluga
2,2,Bébé,,,,,Mongúz,,Medve,,Ka,Okapi,Beluga
2,2,,,Bébé,,,Mongúz,,Medve,,Ka,Okapi,Beluga
2,2,Medve,,,Bébé,,Mongúz,,,,Ka,Okapi,Beluga
2,2,Medve,,,,,Mongúz,,Bébé,,Ka,Okapi,Beluga
2,2,,,Okapi,Beluga,Medve,,Mongúz,,,Ka,,Bébé
2,2,,,Okapi,Beluga,,Medve,Mongúz,,,Ka,,Bébé
2,2,,,Okapi,Medve,Beluga,,Mongúz,,,Ka,,Bébé
2,2,,,Okapi,,Beluga,Medve,Mongúz,,,Ka,,Bébé
2,2,Bébé,,Okapi,Medve,,Beluga,Mongúz,,,Ka,,
2,2,Bébé,,Okapi,,Medve,Beluga,Mongúz,,,Ka,,
2,2,,,Okapi,Bébé,,Beluga,Mongúz,,,Ka,,Medve
2,2,,,Okapi,,,Beluga,Mongúz,Bébé,,Ka,,Medve
2,2,,,Okapi,,,Beluga,Mongúz,Medve,,Ka,,Bébé
2,2,Bébé,,Okapi,Medve,,,Mongúz,Beluga,,Ka,,
2,2,Bébé,,Okapi,,,Medve,Mongúz,Beluga,,Ka,,
2,2,,,Okapi,Bébé,,,Mongúz,Beluga,,Ka,,Medve
2,2,,,Okapi,,Medve,,Mongúz,Beluga,,Ka,Bébé,
2,2,Bébé,,Okapi,Medve,,,Mongúz,,Beluga,Ka,,
2,2,Bébé,,Okapi,,,Medve,Mongúz,,Beluga,Ka,,
2,2,,,Okapi,Bébé,,,Mongúz,,Beluga,Ka,,Medve
2,2,,,Okapi,,Medve,,Mongúz,,Beluga,Ka,Bébé,
2,2,,,Okapi,,Medve,,Mongúz,Bébé,,Ka,Beluga,
2,2,,,Okapi,,Medve,,Mongúz,,,Ka,Beluga,Bébé
2,2,,,Okapi,Bébé,,,Mongúz,Medve,,Ka,,Beluga
2,2,,,Okapi,Medve,,Bébé,Mongúz,,,Ka,,Beluga
2,2,,,Okapi,,Medve,Bébé,Mongúz,,,Ka,,Beluga
2,2,,,Okapi,Medve,,,Mongúz,,Bébé,Ka,,Beluga
2,2,,,Okapi,,,Medve,Mongúz,,Bébé,Ka,,Beluga
2,2,,,Okapi,,Medve,,Mongúz,,,Ka,Bébé,Beluga
2,2,Bébé,,Beluga,Okapi,Medve,,Mongúz,,,Ka,,
2,2,Bébé,,Beluga,Okapi,,Medve,Mongúz,,,Ka,,
2,2,,,Beluga,Okapi,,,Mongúz,Bébé,,Ka,,Medve
2,2,,,Beluga,Okapi,,,Mongúz,Medve,,Ka,,Bébé
2,2,,,,Okapi,Beluga,,Mongúz,Bébé,,Ka,,Medve
2,2,,,Medve,Okapi,Beluga,,Mongúz,,,Ka,,Bébé
2,2,,,,Okapi,Beluga,,Mongúz,Medve,,Ka,,Bébé
2,2,Bébé,,Medve,Okapi,,Beluga,Mongúz,,,Ka,,
2,2,Bébé,,,Okapi,,Beluga,Mongúz,Medve,,Ka,,
2,2,Bébé,,,Okapi,,Beluga,Mongúz,,,Ka,Medve,
2,2,,,Bébé,Okapi,,Beluga,Mongúz,,,Ka,,Medve
2,2,Medve,,,Okapi,,Beluga,Mongúz,Bébé,,Ka,,
2,2,,,,Okapi,,Beluga,Mongúz,,Bébé,Ka,,Medve
2,2,Bébé,,Medve,Okapi,,,Mongúz,Beluga,,Ka,,
2,2,Bébé,,,Okapi,,,Mongúz,Beluga,,Ka,Medve,
2,2,,,Bébé,Okapi,,,Mongúz,Beluga,,Ka,,Medve
2,2,,,,Okapi,,Bébé,Mongúz,Beluga,,Ka,,Medve
2,2,Bébé,,Medve,Okapi,,,Mongúz,,Beluga,Ka,,
2,2,Bébé,,,Okapi,,,Mongúz,,Beluga,Ka,Medve,
2,2,,,Bébé,Okapi,,,Mongúz,,Beluga,Ka,,Medve
2,2,,,,Okapi,,Bébé,Mongúz,,Beluga,Ka,,Medve
2,2,Bébé,,,Okapi,Medve,,Mongúz,,,Ka,Beluga,
2,2,Bébé,,,Okapi,,Medve,Mongúz,,,Ka,Beluga,
2,2,Bébé,,,Okapi,,,Mongúz,,,Ka,Medve,Beluga
2,2,,,Bébé,Okapi,,,Mongúz,Medve,,Ka,,Beluga
2,2,,,Medve,Okapi,,Bébé,Mongúz,,,Ka,,Beluga
2,2,,,,Okapi,,Bébé,Mongúz,Medve,,Ka,,Beluga
2,2,,,Medve,Okapi,,,Mongúz,,Bébé,Ka,,Beluga
2,2,,,Beluga,Medve,Okapi,,Mongúz,,,Ka,,Bébé
2,2,,,Beluga,,Okapi,Medve,Mongúz,,,Ka,,Bébé
2,2,,,Medve,,Okapi,Beluga,Mongúz,,,Ka,,Bébé
2,2,Bébé,,,Medve,Okapi,,Mongúz,Beluga,,Ka,,
2,2,,,,Bébé,Okapi,,Mongúz,Beluga,,Ka,,Medve
2,2,Bébé,,,Medve,Okapi,,Mongúz,,Beluga,Ka,,
2,2,,,,Bébé,Okapi,,Mongúz,,Beluga,Ka,,Medve
2,2,Bébé,,,,Okapi,Medve,Mongúz,,,Ka,,Beluga
2,2,,,Bébé,Medve,Okapi,,Mongúz,,,Ka,,Beluga
2,2,,,Bébé,,Okapi,Medve,Mongúz,,,Ka,,Beluga
2,2,,,Medve,Bébé,Okapi,,Mongúz,,,Ka,,Beluga
2,2,,,,Bébé,Okapi,,Mongúz,Medve,,Ka,,Beluga
2,2,,,,Medve,Okapi,,Mongúz,,Bébé,Ka,,Beluga
2,2,Bébé,,Beluga,Medve,,Okapi,Mongúz,,,Ka,,
2,2,Bébé,,Beluga,,Medve,Okapi,Mongúz,,,Ka,,
2,2,,,Beluga,Bébé,,Okapi,Mongúz,,,Ka,,Medve
2,2,,,Beluga,,,Okapi,Mongúz,Bébé,,Ka,,Medve
2,2,,,Beluga,,,Okapi,Mongúz,Medve,,Ka,,Bébé
2,2,,,,Beluga,,Okapi,Mongúz,Bébé,,Ka,,Medve
2,2,,,Medve,Beluga,,Okapi,Mongúz,,,Ka,,Bébé
2,2,,,,Beluga,,Okapi,Mongúz,Medve,,Ka,,Bébé
2,2,,,Medve,,Beluga,Okapi,Mongúz,,,Ka,,Bébé
2,2,Bébé,,Medve,,,Okapi,Mongúz,Beluga,,Ka,,
2,2,Bébé,,,,,Okapi,Mongúz,Beluga,,Ka,,Medve
2,2,,,Bébé,,,Okapi,Mongúz,Beluga,,Ka,,Medve
2,2,Medve,,,Bébé,,Okapi,Mongúz,Beluga,,Ka,,
2,2,Medve,,,,,Okapi,Mongúz,Beluga,,Ka,,Bébé
2,2,Bébé,,Medve,,,Okapi,Mongúz,,Beluga,Ka,,
2,2,Bébé,,,,,Okapi,Mongúz,,Beluga,Ka,,Medve
2,2,,,Bébé,,,Okapi,Mongúz,,Beluga,Ka,,Medve
2,2,Medve,,,Bébé,,Okapi,Mongúz,,Beluga,Ka,,
2,2,Medve,,,,,Okapi,Mongúz,,Beluga,Ka,,Bébé
2,2,Bébé,,,Medve,,Okapi,Mongúz,,,Ka,Beluga,
2,2,Bébé,,,,,Okapi,Mongúz,Medve,,Ka,,Beluga
2,2,,,Bébé,,,Okapi,Mongúz,Medve,,Ka,,Beluga
2,2,Medve,,,,,Okapi,Mongúz,Bébé,,Ka,,Beluga
2,2,,,Medve,,,Okapi,Mongúz,,Bébé,Ka,,Beluga
2,2,Bébé,,Beluga,Medve,,,Mongúz,Okapi,,Ka,,
2,2,Bébé,,Beluga,,,Medve,Mongúz,Okapi,,Ka,,
2,2,,,Beluga,Bébé,,,Mongúz,Okapi,,Ka,,Medve
2,2,,,Beluga,,Medve,,Mongúz,Okapi,,Ka,Bébé,
2,2,Bébé,,,Beluga,Medve,,Mongúz,Okapi,,Ka,,
2,2,Bébé,,,Beluga,,Medve,Mongúz,Okapi,,Ka,,
2,2,,,Medve,Beluga,,,Mongúz,Okapi,,Ka,,Bébé
2,2,Bébé,,,Medve,Beluga,,Mongúz,Okapi,,Ka,,
2,2,,,,Bébé,Beluga,,Mongúz,Okapi,,Ka,,Medve
2,2,Bébé,,Medve,,,Beluga,Mongúz,Okapi,,Ka,,
2,2,Bébé,,,,,Beluga,Mongúz,Okapi,,Ka,,Medve
2,2,,,Bébé,,,Beluga,Mongúz,Okapi,,Ka,,Medve
2,2,Medve,,,Bébé,,Beluga,Mongúz,Okapi,,Ka,,
2,2,Medve,,,,,Beluga,Mongúz,Okapi,,Ka,,Bébé
2,2,Bébé,,,Medve,,,Mongúz,Okapi,,Ka,Beluga,
2,2,Bébé,,,,Medve,,Mongúz,Okapi,,Ka,Beluga,
2,2,,,Bébé,,Medve,,Mongúz,Okapi,,Ka,Beluga,
2,2,,,,Medve,Bébé,,Mongúz,Okapi,,Ka,,Beluga
2,2,,,Medve,,,Bébé,Mongúz,Okapi,,Ka,,Beluga
2,2,Bébé,,Beluga,Medve,,,Mongúz,,,Ka,Okapi,
2,2,Bébé,,Beluga,,,Medve,Mongúz,,,Ka,Okapi,
2,2,,,Beluga,,Medve,,Mongúz,,Bébé,Ka,Okapi,
2,2,Bébé,,,Beluga,Medve,,Mongúz,,,Ka,Okapi,
2,2,Bébé,,,Beluga,,Medve,Mongúz,,,Ka,Okapi,
2,2,Bébé,,,Medve,Beluga,,Mongúz,,,Ka,Okapi,
2,2,,,Medve,,Beluga,,Mongúz,Bébé,,Ka,Okapi,
2,2,,,Medve,,Beluga,,Mongúz,,,Ka,Okapi,Bébé
2,2,Bébé,,Medve,,,Beluga,Mongúz,,,Ka,Okapi,
2,2,Medve,,,Bébé,,Beluga,Mongúz,,,Ka,Okapi,
2,2,Bébé,,Medve,,,,Mongúz,Beluga,,Ka,Okapi,
2,2,Medve,,,Bébé,,,Mongúz,Beluga,,Ka,Okapi,
2,2,Bébé,,Medve,,,,Mongúz,,Beluga,Ka,Okapi,
2,2,Medve,,,Bébé,,,Mongúz,,Beluga,Ka,Okapi,
2,2,Bébé,,Medve,,,,Mongúz,,,Ka,Okapi,Beluga
2,2,Medve,,,Bébé,,,Mongúz,,,Ka,Okapi,Beluga
2,2,,,Okapi,,,Beluga,Medve,Mongúz,,Ka,,Bébé
2,2,,,Okapi,Medve,,,Beluga,Mongúz,,Ka,,Bébé
2,2,,,Okapi,,,Medve,Beluga,Mongúz,,Ka,,Bébé
2,2,,,Okapi,,Medve,,,Mongúz,Beluga,Ka,,Bébé
2,2,,,Okapi,,,Medve,,Mongúz,Beluga,Ka,,Bébé
2,2,,,Okapi,Bébé,Medve,,,Mongúz,,Ka,,Beluga
2,2,,,Okapi,Bébé,,,Medve,Mongúz,,Ka,,Beluga
2,2,,,Okapi,Medve,,,Bébé,Mongúz,,Ka,,Beluga
2,2,,,Okapi,,,Medve,Bébé,Mongúz,,Ka,,Beluga
2,2,,,Beluga,Okapi,Medve,,,Mongúz,,Ka,,Bébé
2,2,,,Beluga,Okapi,,,Medve,Mongúz,,Ka,,Bébé
2,2,,,,Okapi,Beluga,Medve,,Mongúz,,Ka,,Bébé
2,2,,,,Okapi,Beluga,,Medve,Mongúz,,Ka,,Bébé
2,2,Bébé,,,Okapi,Medve,Beluga,,Mongúz,,Ka,,
2,2,Bébé,,,Okapi,,Beluga,Medve,Mongúz,,Ka,,
2,2,,,,Okapi,,Beluga,Bébé,Mongúz,,Ka,,Medve
2,2,,,,Okapi,,Beluga,,Mongúz,,Ka,Medve,Bébé
2,2,Bébé,,,Okapi,Medve,,Beluga,Mongúz,,Ka,,
2,2,Bébé,,,Okapi,,Medve,Beluga,Mongúz,,Ka,,
2,2,,,Medve,Okapi,,,Beluga,Mongúz,,Ka,,Bébé
2,2,Bébé,,,Okapi,,Medve,,Mongúz,Beluga,Ka,,
2,2,,,,Okapi,,Medve,,Mongúz,,Ka,Beluga,Bébé
2,2,,,Bébé,Okapi,Medve,,,Mongúz,,Ka,,Beluga
2,2,,,Bébé,Okapi,,,Medve,Mongúz,,Ka,,Beluga
2,2,,,,Okapi,Medve,Bébé,,Mongúz,,Ka,,Beluga
2,2,,,,Okapi,,Bébé,Medve,Mongúz,,Ka,,Beluga
2,2,,,Medve,Okapi,,,Bébé,Mongúz,,Ka,,Beluga
2,2,,,,Okapi,,Medve,,Mongúz,Bébé,Ka,,Beluga
2,2,,,,Okapi,,Medve,,Mongúz,,Ka,Bébé,Beluga
2,2,,,,Medve,Okapi,Beluga,,Mongúz,,Ka,,Bébé
2,2,,,,Medve,Okapi,,Beluga,Mongúz,,Ka,,Bébé
2,2,,,,Bébé,Okapi,Medve,,Mongúz,,Ka,,Beluga
2,2,,,,Bébé,Okapi,,Medve,Mongúz,,Ka,,Beluga
2,2,,,,Medve,Okapi,,Bébé,Mongúz,,Ka,,Beluga
2,2,,,Beluga,,,Okapi,Medve,Mongúz,,Ka,,Bébé
2,2,,,,Beluga,Medve,Okapi,,Mongúz,,Ka,,Bébé
2,2,,,,Beluga,,Okapi,Medve,Mongúz,,Ka,,Bébé
2,2,,,,Medve,Beluga,Okapi,,Mongúz,,Ka,,Bébé
2,2,Bébé,,,Medve,,Okapi,Beluga,Mongúz,,Ka,,
2,2,,,,Bébé,,Okapi,Beluga,Mongúz,,Ka,,Medve
2,2,,,Medve,,,Okapi,Beluga,Mongúz,,Ka,,Bébé
2,2,Bébé,,,Medve,,Okapi,,Mongúz,Beluga,Ka,,
2,2,,,,Bébé,,Okapi,,Mongúz,Beluga,Ka,,Medve
2,2,,,Medve,,,Okapi,,Mongúz,Beluga,Ka,,Bébé
2,2,,,,Medve,,Okapi,,Mongúz,,Ka,Beluga,Bébé
2,2,Bébé,,,,,Okapi,Medve,Mongúz,,Ka,,Beluga
2,2,,,Bébé,,,Okapi,Medve,Mongúz,,Ka,,Beluga
2,2,,,,Bébé,,Okapi,,Mongúz,,Ka,Medve,Beluga
2,2,,,Medve,,,Okapi,Bébé,Mongúz,,Ka,,Beluga
2,2,,,,Medve,,Okapi,,Mongúz,Bébé,Ka,,Beluga
2,2,,,,Medve,,Okapi,,Mongúz,,Ka,Bébé,Beluga
2,2,,,Beluga,Bébé,,Medve,,Mongúz,,Ka,Okapi,
2,2,,,Beluga,,Medve,,Bébé,Mongúz,,Ka,Okapi,
2,2,,,Beluga,,Medve,,,Mongúz,,Ka,Okapi,Bébé
2,2,,,Beluga,,,Medve,,Mongúz,,Ka,Okapi,Bébé
2,2,,,,Beluga,,Medve,,Mongúz,,Ka,Okapi,Bébé
2,2,Bébé,,,,Medve,Beluga,,Mongúz,,Ka,Okapi,
2,2,,,Bébé,Medve,,Beluga,,Mongúz,,Ka,Okapi,
2,2,,,Bébé,,Medve,Beluga,,Mongúz,,Ka,Okapi,
2,2,,,Medve,Bébé,,Beluga,,Mongúz,,Ka,Okapi,
2,2,,,,Bébé,,Beluga,,Mongúz,,Ka,Okapi,Medve
2,2,,,Medve,,,Beluga,,Mongúz,,Ka,Okapi,Bébé
2,2,Bébé,,,Medve,,,Beluga,Mongúz,,Ka,Okapi,
2,2,Bébé,,,,Medve,,Beluga,Mongúz,,Ka,Okapi,
