Rossz,Szomszedos,Okt. 5--7.,Okt. 12--14.,Nov. 9--11.,Nov. 16--18.,Nov. 23--25.,Nov 30.-- Dec 2.,Dec. 7--9.,Dec. 14--16.,Dec. 21--23.,Jan. 4--6.,Jan. 11--13.,Jan. 18--20.,Jan. 25--27.
9,6,,,Mongúz,,Zooey,Ka,Lemur,,Okapi,Franny,Bárány,Kb,Bálna
9,6,,Lemur,Mongúz,,Zooey,Okapi,Ka,,,Franny,Bárány,Kb,Bálna
9,6,,Lemur,,Mongúz,Zooey,Okapi,Ka,,,Franny,Bárány,Kb,Bálna
9,6,,,Mongúz,Lemur,Zooey,,Ka,Okapi,,Franny,Bárány,Kb,Bálna
9,6,,,Mongúz,Kb,Zooey,Okapi,Lemur,Ka,,Franny,Bárány,,Bálna
9,6,,,Mongúz,Kb,Zooey,Okapi,,Ka,,Franny,Bárány,Lemur,Bálna
9,6,,,Mongúz,,Zooey,Okapi,Kb,Ka,,Franny,Bárány,Lemur,Bálna
9,6,,,Mongúz,,Zooey,,Okapi,Ka,Kb,Franny,Bárány,Lemur,Bálna
9,6,,Lemur,,,Zooey,Mongúz,Okapi,Ka,,Franny,Bárány,Kb,Bálna
9,6,,,Mongúz,Lemur,Zooey,,Okapi,,Ka,Franny,Bárány,Kb,Bálna
9,6,,,Mongúz,,Zooey,Okapi,Lemur,,Ka,Franny,Bárány,Kb,Bálna
9,6,,Lemur,Mongúz,Kb,Zooey,,Okapi,,,Franny,Bárány,Ka,Bálna
9,6,,,Mongúz,Kb,Zooey,,Lemur,Okapi,,Franny,Bárány,Ka,Bálna
9,6,,,Mongúz,Lemur,Zooey,,Okapi,,Kb,Franny,Bárány,Ka,Bálna
9,6,,,Mongúz,,Zooey,Okapi,Lemur,,Kb,Franny,Bárány,Ka,Bálna
9,6,,,Mongúz,Ka,Kb,,Okapi,Zooey,,Franny,Bárány,Lemur,Bálna
9,6,,Lemur,Mongúz,Ka,,,Okapi,Zooey,,Franny,Bárány,Kb,Bálna
9,6,,,Mongúz,Ka,Okapi,,Lemur,Zooey,,Franny,Bárány,Kb,Bálna
9,6,,,Mongúz,Kb,Ka,Okapi,Lemur,Zooey,,Franny,Bárány,,Bálna
9,6,,,Mongúz,Kb,Ka,Okapi,,Zooey,,Franny,Bárány,Lemur,Bálna
9,6,,,Mongúz,,Ka,Okapi,Kb,Zooey,,Franny,Bárány,Lemur,Bálna
9,6,,,Mongúz,,Ka,,Okapi,Zooey,Kb,Franny,Bárány,Lemur,Bálna
9,6,,Lemur,,,Ka,Mongúz,Okapi,Zooey,,Franny,Bárány,Kb,Bálna
9,6,,,Mongúz,Lemur,Kb,Ka,Okapi,Zooey,,Franny,Bárány,,Bálna
9,6,,,Mongúz,Lemur,Okapi,Ka,,Zooey,,Franny,Bárány,Kb,Bálna
9,6,,,Mongúz,Lemur,,Okapi,Ka,Zooey,,Franny,Bárány,Kb,Bálna
9,6,,,Mongúz,Kb,,Okapi,Lemur,Zooey,,Franny,Bárány,Ka,Bálna
9,6,,,Mongúz,Lemur,Kb,,Okapi,Zooey,,Franny,Bárány,Ka,Bálna
9,6,,,Mongúz,,Kb,Okapi,Lemur,Zooey,,Franny,Bárány,Ka,Bálna
9,6,,Lemur,Mongúz,Bálna,Zooey,,Okapi,,,Franny,Ka,Bárány,Kb
9,6,,,Mongúz,Bálna,Zooey,,Lemur,Okapi,,Franny,Ka,Bárány,Kb
9,6,,,Mongúz,Bálna,Zooey,Okapi,Lemur,,Kb,Franny,,Bárány,Ka
9,6,,,Mongúz,Bálna,Okapi,Ka,Lemur,Zooey,,Franny,,Bárány,Kb
9,6,,,Mongúz,Bálna,,Okapi,Lemur,Zooey,,Franny,Ka,Bárány,Kb
9,6,,,Mongúz,Bálna,Kb,Okapi,Lemur,Zooey,,Franny,,Bárány,Ka
9,6,,,Mongúz,Lemur,Zooey,Ka,Okapi,Bálna,,Franny,,Bárány,Kb
9,6,,Lemur,Mongúz,Ka,Zooey,,Okapi,,,Franny,Bálna,Bárány,Kb
9,6,,,Mongúz,Ka,Zooey,,Lemur,Okapi,,Franny,Bálna,Bárány,Kb
9,6,,Lemur,,Kb,Zooey,Ka,Okapi,,,Franny,Bálna,Bárány,Mongúz
9,6,,,Mongúz,Lemur,Zooey,Ka,,Okapi,,Franny,Bálna,Bárány,Kb
9,6,Okapi,,,Mongúz,Zooey,Ka,Lemur,,,Franny,Bálna,Bárány,Kb
9,6,,,Mongúz,Lemur,Zooey,Okapi,,Ka,,Franny,Bálna,Bárány,Kb
9,6,,Lemur,Mongúz,Kb,Zooey,,Okapi,,,Franny,Bálna,Bárány,Ka
9,6,,,Mongúz,Kb,Zooey,,Lemur,Okapi,,Franny,Bálna,Bárány,Ka
9,6,,,Mongúz,Lemur,Zooey,,Okapi,,Kb,Franny,Bálna,Bárány,Ka
9,6,,,Mongúz,,Zooey,Okapi,Lemur,,Kb,Franny,Bálna,Bárány,Ka
9,6,,,Mongúz,Ka,,Okapi,Lemur,Zooey,,Franny,Bálna,Bárány,Kb
9,6,,,Mongúz,Lemur,Ka,Okapi,,Zooey,,Franny,Bálna,Bárány,Kb
9,6,,Lemur,Mongúz,,,Ka,Okapi,Zooey,,Franny,Bálna,Bárány,Kb
9,6,,,Mongúz,,Okapi,Ka,Lemur,Zooey,,Franny,Bálna,Bárány,Kb
9,6,,,Mongúz,Kb,,Okapi,Lemur,Zooey,,Franny,Bálna,Bárány,Ka
9,6,,,Mongúz,Lemur,Kb,,Okapi,Zooey,,Franny,Bálna,Bárány,Ka
9,6,,,Mongúz,,Kb,Okapi,Lemur,Zooey,,Franny,Bálna,Bárány,Ka
9,6,,Ka,Mongúz,Bálna,Zooey,Okapi,Lemur,,,Franny,,Kb,Bárány
9,6,,,Mongúz,Bálna,Zooey,Ka,Kb,Okapi,,Franny,,Lemur,Bárány
9,6,,,Mongúz,Bálna,Zooey,Ka,Okapi,Kb,,Franny,,Lemur,Bárány
9,6,,Lemur,,Bálna,Zooey,Ka,Okapi,,,Franny,Mongúz,Kb,Bárány
9,6,,,Mongúz,Bálna,Zooey,Ka,Lemur,,Okapi,Franny,,Kb,Bárány
9,6,,Lemur,Mongúz,Bálna,Zooey,Okapi,Ka,,,Franny,,Kb,Bárány
9,6,,,Mongúz,Bálna,Zooey,Okapi,Kb,Ka,,Franny,,Lemur,Bárány
9,6,,,Mongúz,Bálna,Zooey,,Okapi,Ka,Kb,Franny,,Lemur,Bárány
9,6,,,Mongúz,Bálna,Zooey,Okapi,Lemur,,Ka,Franny,,Kb,Bárány
9,6,,,Mongúz,Bálna,Zooey,,Okapi,,Kb,Franny,Ka,Lemur,Bárány
9,6,,Lemur,,Bálna,Zooey,Mongúz,Okapi,,,Franny,Ka,Kb,Bárány
9,6,,,Mongúz,Bálna,Zooey,Okapi,Lemur,,Kb,Franny,,Ka,Bárány
9,6,,,Mongúz,Bálna,Ka,Okapi,Kb,Zooey,,Franny,,Lemur,Bárány
9,6,,,Mongúz,Bálna,Ka,,Okapi,Zooey,Kb,Franny,,Lemur,Bárány
9,6,,,Mongúz,Bálna,,Ka,Okapi,Zooey,Kb,Franny,,Lemur,Bárány
9,6,,,Mongúz,Bálna,Kb,,Okapi,Zooey,,Franny,Ka,Lemur,Bárány
9,6,,Lemur,Mongúz,Bálna,,,Okapi,Zooey,,Franny,Ka,Kb,Bárány
9,6,,,Mongúz,Bálna,Okapi,,Lemur,Zooey,,Franny,Ka,Kb,Bárány
9,6,,,Mongúz,Bálna,Kb,Okapi,Lemur,Zooey,,Franny,,Ka,Bárány
9,6,,,Mongúz,Lemur,Zooey,Bálna,Okapi,Ka,,Franny,,Kb,Bárány
9,6,,,Mongúz,Lemur,Ka,Bálna,Okapi,Zooey,,Franny,,Kb,Bárány
9,6,,,Mongúz,Ka,Zooey,Okapi,Lemur,Bálna,,Franny,,Kb,Bárány
9,6,,,Mongúz,Kb,Zooey,Ka,Okapi,Bálna,,Franny,,Lemur,Bárány
9,6,,,Mongúz,Lemur,Zooey,,Okapi,Bálna,,Franny,Ka,Kb,Bárány
9,6,,,Mongúz,,Zooey,Okapi,Lemur,Bálna,,Franny,Ka,Kb,Bárány
9,6,,Ka,Mongúz,Lemur,Zooey,,Okapi,,,Franny,Bálna,Kb,Bárány
9,6,,Ka,Mongúz,,Zooey,Okapi,Lemur,,,Franny,Bálna,Kb,Bárány
9,6,,Ka,,Mongúz,Zooey,Okapi,Lemur,,,Franny,Bálna,Kb,Bárány
9,6,,,Mongúz,Ka,Zooey,,Okapi,,Kb,Franny,Bálna,Lemur,Bárány
9,6,,Lemur,,Ka,Zooey,Mongúz,Okapi,,,Franny,Bálna,Kb,Bárány
9,6,,Lemur,Mongúz,Kb,Zooey,Ka,Okapi,,,Franny,Bálna,,Bárány
9,6,,Lemur,,Kb,Zooey,Ka,Okapi,,,Franny,Bálna,Mongúz,Bárány
9,6,,,Mongúz,Kb,Zooey,Ka,Lemur,Okapi,,Franny,Bálna,,Bárány
9,6,,,Mongúz,Kb,Zooey,Ka,,Okapi,,Franny,Bálna,Lemur,Bárány
9,6,,,Mongúz,,Zooey,Ka,Kb,Okapi,,Franny,Bálna,Lemur,Bárány
9,6,,,Mongúz,,Zooey,Ka,Okapi,Kb,,Franny,Bálna,Lemur,Bárány
9,6,,,Mongúz,Lemur,Zooey,Ka,Okapi,,Kb,Franny,Bálna,,Bárány
9,6,,Mongúz,,Lemur,Zooey,Ka,Okapi,,,Franny,Bálna,Kb,Bárány
9,6,Okapi,,Mongúz,Lemur,Zooey,Ka,,,,Franny,Bálna,Kb,Bárány
9,6,,,Mongúz,,Zooey,Ka,Lemur,,Okapi,Franny,Bálna,Kb,Bárány
9,6,,Lemur,Mongúz,,Zooey,Okapi,Ka,,,Franny,Bálna,Kb,Bárány
9,6,,Lemur,,Mongúz,Zooey,Okapi,Ka,,,Franny,Bálna,Kb,Bárány
9,6,,,Mongúz,Lemur,Zooey,,Ka,Okapi,,Franny,Bálna,Kb,Bárány
9,6,,,Mongúz,Kb,Zooey,Okapi,Lemur,Ka,,Franny,Bálna,,Bárány
9,6,,,Mongúz,Kb,Zooey,Okapi,,Ka,,Franny,Bálna,Lemur,Bárány
9,6,,,Mongúz,,Zooey,Okapi,Kb,Ka,,Franny,Bálna,Lemur,Bárány
9,6,,,Mongúz,,Zooey,,Okapi,Ka,Kb,Franny,Bálna,Lemur,Bárány
9,6,,Lemur,,,Zooey,Mongúz,Okapi,Ka,,Franny,Bálna,Kb,Bárány
9,6,,,Mongúz,Lemur,Zooey,,Okapi,,Ka,Franny,Bálna,Kb,Bárány
9,6,,,Mongúz,,Zooey,Okapi,Lemur,,Ka,Franny,Bálna,Kb,Bárány
9,6,,Lemur,Mongúz,Kb,Zooey,,Okapi,,,Franny,Bálna,Ka,Bárány
9,6,,,Mongúz,Kb,Zooey,,Lemur,Okapi,,Franny,Bálna,Ka,Bárány
9,6,,,Mongúz,Lemur,Zooey,,Okapi,,Kb,Franny,Bálna,Ka,Bárány
9,6,,,Mongúz,,Zooey,Okapi,Lemur,,Kb,Franny,Bálna,Ka,Bárány
9,6,,,Mongúz,Ka,Kb,,Okapi,Zooey,,Franny,Bálna,Lemur,Bárány
9,6,,Lemur,Mongúz,Ka,,,Okapi,Zooey,,Franny,Bálna,Kb,Bárány
9,6,,,Mongúz,Ka,Okapi,,Lemur,Zooey,,Franny,Bálna,Kb,Bárány
9,6,,,Mongúz,Kb,Ka,Okapi,Lemur,Zooey,,Franny,Bálna,,Bárány
9,6,,,Mongúz,Kb,Ka,Okapi,,Zooey,,Franny,Bálna,Lemur,Bárány
9,6,,,Mongúz,,Ka,Okapi,Kb,Zooey,,Franny,Bálna,Lemur,Bárány
9,6,,,Mongúz,,Ka,,Okapi,Zooey,Kb,Franny,Bálna,Lemur,Bárány
9,6,,Lemur,,,Ka,Mongúz,Okapi,Zooey,,Franny,Bálna,Kb,Bárány
9,6,,,Mongúz,Lemur,Kb,Ka,Okapi,Zooey,,Franny,Bálna,,Bárány
9,6,,,Mongúz,Lemur,Okapi,Ka,,Zooey,,Franny,Bálna,Kb,Bárány
9,6,,,Mongúz,Lemur,,Okapi,Ka,Zooey,,Franny,Bálna,Kb,Bárány
9,6,,,Mongúz,Kb,,Okapi,Lemur,Zooey,,Franny,Bálna,Ka,Bárány
9,6,,,Mongúz,Lemur,Kb,,Okapi,Zooey,,Franny,Bálna,Ka,Bárány
9,6,,,Mongúz,,Kb,Okapi,Lemur,Zooey,,Franny,Bálna,Ka,Bárány
9,7,,Lemur,Mongúz,Bálna,Zooey,Okapi,Bárány,,,Franny,Ka,Kb,
9,7,,,Mongúz,Bálna,Zooey,Okapi,Bárány,,,Franny,Ka,Kb,Lemur
9,7,,Lemur,Mongúz,Ka,Zooey,Okapi,Bárány,,,Franny,Bálna,Kb,
9,7,,,Mongúz,Ka,Zooey,Okapi,Bárány,,,Franny,Bálna,Kb,Lemur
9,7,,,Mongúz,Kb,Zooey,Ka,Bárány,Okapi,,Franny,Bálna,Lemur,
9,7,,,,Kb,Zooey,Ka,Bárány,Okapi,,Franny,Bálna,Lemur,Mongúz
9,7,,,,Mongúz,Zooey,Ka,Bárány,Okapi,,Franny,Bálna,Kb,Lemur
9,7,,,,Lemur,Zooey,Ka,Bárány,Okapi,,Franny,Bálna,Mongúz,Kb
9,7,,,Mongúz,Kb,Zooey,Okapi,Bárány,Ka,,Franny,Bálna,Lemur,
9,7,,,,Kb,Zooey,Okapi,Bárány,Ka,,Franny,Bálna,Lemur,Mongúz
9,7,,,,Mongúz,Zooey,Okapi,Bárány,Ka,,Franny,Bálna,Kb,Lemur
9,7,,,,Lemur,Zooey,Okapi,Bárány,Ka,,Franny,Bálna,Mongúz,Kb
9,7,,,,Mongúz,Zooey,Okapi,Bárány,,Kb,Franny,Bálna,Lemur,Ka
9,7,,,,Lemur,Zooey,Mongúz,Bárány,Okapi,,Franny,Bálna,Kb,Ka
9,7,,,Mongúz,Kb,Ka,Okapi,Bárány,Zooey,,Franny,Bálna,Lemur,
9,7,,,,Kb,Ka,Okapi,Bárány,Zooey,,Franny,Bálna,Lemur,Mongúz
9,7,,,,Mongúz,Ka,Okapi,Bárány,Zooey,,Franny,Bálna,Kb,Lemur
9,7,,,,Lemur,Ka,Okapi,Bárány,Zooey,,Franny,Bálna,Mongúz,Kb
9,7,,,Mongúz,Lemur,Okapi,Ka,Bárány,Zooey,,Franny,Bálna,Kb,
9,7,,,,Lemur,Okapi,Ka,Bárány,Zooey,,Franny,Bálna,Kb,Mongúz
9,7,,,,Mongúz,Okapi,Ka,Bárány,Zooey,,Franny,Bálna,Lemur,Kb
9,7,,,,Mongúz,Kb,Okapi,Bárány,Zooey,,Franny,Bálna,Lemur,Ka
9,7,,,Mongúz,Lemur,Zooey,Okapi,Bárány,,,Franny,Ka,Kb,Bálna
9,7,,,Mongúz,Bálna,Zooey,Okapi,Lemur,Bárány,,Franny,Ka,Kb,
9,7,,,,Bálna,Zooey,Okapi,Lemur,Bárány,,Franny,Ka,Kb,Mongúz
9,7,,,Mongúz,Ka,Zooey,Okapi,Lemur,Bárány,,Franny,Bálna,Kb,
9,7,,,,Ka,Zooey,Okapi,Lemur,Bárány,,Franny,Bálna,Kb,Mongúz
9,7,,,Mongúz,Kb,Zooey,Ka,Okapi,Bárány,,Franny,Bálna,Lemur,
9,7,,,,Kb,Zooey,Ka,Okapi,Bárány,,Franny,Bálna,Lemur,Mongúz
9,7,,,,Mongúz,Zooey,Ka,Okapi,Bárány,,Franny,Bálna,Kb,Lemur
9,7,,,,Lemur,Zooey,Ka,Okapi,Bárány,,Franny,Bálna,Mongúz,Kb
9,7,,,,Mongúz,Zooey,Okapi,Lemur,Bárány,,Franny,Bálna,Ka,Kb
9,7,,,,Lemur,Zooey,Mongúz,Okapi,Bárány,,Franny,Bálna,Kb,Ka
9,7,,,Zooey,Bálna,Ka,Okapi,Lemur,,,Franny,Bárány,Kb,Mongúz
9,7,,Ka,Mongúz,Bálna,Zooey,Okapi,,,,Franny,Bárány,Lemur,Kb
9,7,,,Ka,Bálna,Zooey,Okapi,Lemur,,,Franny,Bárány,Mongúz,Kb
9,7,,,Ka,Bálna,Zooey,Mongúz,Okapi,,,Franny,Bárány,Lemur,Kb
9,7,,Lemur,Mongúz,Bálna,Zooey,Ka,Okapi,,Kb,Franny,Bárány,,
9,7,,,,Bálna,Zooey,Ka,Lemur,Okapi,Kb,Franny,Bárány,,Mongúz
9,7,,,Mongúz,Bálna,Zooey,Ka,,Okapi,Kb,Franny,Bárány,Lemur,
9,7,,,,Bálna,Zooey,Ka,,Okapi,Kb,Franny,Bárány,Lemur,Mongúz
9,7,,,,Bálna,Zooey,Ka,Okapi,,Kb,Franny,Bárány,Mongúz,Lemur
9,7,Okapi,Lemur,Mongúz,Bálna,Zooey,Ka,,,,Franny,Bárány,Kb,
9,7,,,,Bálna,Zooey,Ka,Lemur,,Okapi,Franny,Bárány,Mongúz,Kb
9,7,,,Mongúz,Bálna,Zooey,Ka,,,Okapi,Franny,Bárány,Lemur,Kb
9,7,,,,Bálna,Zooey,Ka,Mongúz,Okapi,,Franny,Bárány,Lemur,Kb
9,7,,,Mongúz,Bálna,Zooey,Okapi,Ka,,Kb,Franny,Bárány,Lemur,
9,7,,,,Bálna,Zooey,Okapi,Ka,,Kb,Franny,Bárány,Lemur,Mongúz
9,7,,,,Bálna,Zooey,Mongúz,Ka,Okapi,,Franny,Bárány,Lemur,Kb
9,7,,,,Bálna,Zooey,Okapi,Lemur,Ka,Kb,Franny,Bárány,,Mongúz
9,7,,,Mongúz,Bálna,Zooey,Okapi,,Ka,Kb,Franny,Bárány,Lemur,
9,7,,,,Bálna,Zooey,Okapi,,Ka,Kb,Franny,Bárány,Lemur,Mongúz
9,7,,,Mongúz,Bálna,Zooey,,Lemur,Ka,Okapi,Franny,Bárány,Kb,
9,7,,,,Bálna,Zooey,,Lemur,Ka,Okapi,Franny,Bárány,Kb,Mongúz
9,7,,,,Bálna,Zooey,Okapi,Mongúz,Ka,,Franny,Bárány,Lemur,Kb
9,7,,,Mongúz,Bálna,Zooey,,Lemur,Okapi,Ka,Franny,Bárány,Kb,
9,7,,,,Bálna,Zooey,,Lemur,Okapi,Ka,Franny,Bárány,Kb,Mongúz
9,7,,,,Bálna,Zooey,Okapi,Lemur,,Ka,Franny,Bárány,Mongúz,Kb
9,7,,,Mongúz,Bálna,Zooey,Okapi,,,Ka,Franny,Bárány,Lemur,Kb
9,7,,,,Bálna,Zooey,Mongúz,Okapi,,Ka,Franny,Bárány,Lemur,Kb
9,7,,Lemur,Mongúz,Bálna,Zooey,Okapi,Kb,,,Franny,Bárány,Ka,
9,7,,,Mongúz,Bálna,Zooey,Okapi,Kb,,,Franny,Bárány,Ka,Lemur
9,7,,,Mongúz,Bálna,Zooey,Okapi,Lemur,Kb,,Franny,Bárány,Ka,
9,7,,,,Bálna,Zooey,Okapi,Lemur,Kb,,Franny,Bárány,Ka,Mongúz
9,7,,,Mongúz,Bálna,Zooey,,Lemur,Okapi,Kb,Franny,Bárány,Ka,
9,7,,,,Bálna,Zooey,,Lemur,Okapi,Kb,Franny,Bárány,Ka,Mongúz
9,7,,,,Bálna,Zooey,Mongúz,Kb,Okapi,,Franny,Bárány,Lemur,Ka
9,7,,,,Bálna,Zooey,Okapi,Lemur,Kb,,Franny,Bárány,Mongúz,Ka
9,7,,,,Bálna,Zooey,Mongúz,Okapi,Kb,,Franny,Bárány,Lemur,Ka
9,7,,,,Bálna,Zooey,,Lemur,Okapi,Kb,Franny,Bárány,Mongúz,Ka
9,7,,,Mongúz,Bálna,Zooey,,,Okapi,Kb,Franny,Bárány,Lemur,Ka
9,7,Okapi,Lemur,Mongúz,Bálna,Zooey,,,,,Franny,Bárány,Kb,Ka
9,7,,,,Bálna,Zooey,Mongúz,Lemur,,Okapi,Franny,Bárány,Kb,Ka
9,7,,Lemur,Mongúz,Bálna,Ka,Zooey,Okapi,,,Franny,Bárány,Kb,
9,7,,,Mongúz,Bálna,Ka,Zooey,Lemur,Okapi,,Franny,Bárány,Kb,
9,7,,,,Bálna,Ka,Zooey,Lemur,Okapi,,Franny,Bárány,Kb,Mongúz
9,7,,,Mongúz,Bálna,Ka,Zooey,Okapi,,,Franny,Bárány,Kb,Lemur
9,7,,,Mongúz,Bálna,Kb,Zooey,Okapi,,,Franny,Bárány,Lemur,Ka
9,7,,,Mongúz,Bálna,Okapi,Zooey,Lemur,,,Franny,Bárány,Kb,Ka
9,7,,,Mongúz,Bálna,Ka,Okapi,Zooey,,,Franny,Bárány,Lemur,Kb
9,7,,,,Bálna,Ka,Okapi,Lemur,Zooey,Kb,Franny,Bárány,,Mongúz
9,7,,,Mongúz,Bálna,Ka,Okapi,,Zooey,Kb,Franny,Bárány,Lemur,
9,7,,,,Bálna,Ka,Okapi,,Zooey,Kb,Franny,Bárány,Lemur,Mongúz
9,7,,,Mongúz,Bálna,Ka,,Lemur,Zooey,Okapi,Franny,Bárány,Kb,
9,7,,,,Bálna,Ka,,Lemur,Zooey,Okapi,Franny,Bárány,Kb,Mongúz
9,7,,,,Bálna,Ka,Okapi,Mongúz,Zooey,,Franny,Bárány,Lemur,Kb
9,7,,Lemur,Mongúz,Bálna,Kb,Ka,Okapi,Zooey,,Franny,Bárány,,
9,7,,,,Bálna,Kb,Ka,Okapi,Zooey,,Franny,Bárány,Mongúz,Lemur
9,7,,,Mongúz,Bálna,Okapi,Ka,Kb,Zooey,,Franny,Bárány,Lemur,
9,7,,,,Bálna,Okapi,Ka,Kb,Zooey,,Franny,Bárány,Lemur,Mongúz
9,7,,,Mongúz,Bálna,,Ka,Lemur,Zooey,Okapi,Franny,Bárány,Kb,
9,7,,,,Bálna,,Ka,Lemur,Zooey,Okapi,Franny,Bárány,Kb,Mongúz
9,7,,,Mongúz,Bálna,Kb,Okapi,Ka,Zooey,,Franny,Bárány,Lemur,
9,7,,,,Bálna,Kb,Okapi,Ka,Zooey,,Franny,Bárány,Lemur,Mongúz
9,7,,,Mongúz,Bálna,,Okapi,Lemur,Zooey,Ka,Franny,Bárány,Kb,
9,7,,,,Bálna,,Okapi,Lemur,Zooey,Ka,Franny,Bárány,Kb,Mongúz
9,7,,,Mongúz,Bálna,,,Okapi,Zooey,Ka,Franny,Bárány,Lemur,Kb
9,7,,,Mongúz,Bálna,,Okapi,Lemur,Zooey,Kb,Franny,Bárány,Ka,
9,7,,,,Bálna,,Okapi,Lemur,Zooey,Kb,Franny,Bárány,Ka,Mongúz
9,7,,,,Bálna,Okapi,Mongúz,Lemur,Zooey,,Franny,Bárány,Ka,Kb
9,7,,,,Bálna,,Okapi,Lemur,Zooey,Kb,Franny,Bárány,Mongúz,Ka
9,7,,,,Bálna,,Mongúz,Okapi,Zooey,Kb,Franny,Bárány,Lemur,Ka
9,7,,,Mongúz,Bálna,,,Lemur,Zooey,Okapi,Franny,Bárány,Kb,Ka
9,7,,Lemur,Mongúz,Ka,Zooey,Bálna,Okapi,,,Franny,Bárány,Kb,
9,7,,,Mongúz,Ka,Zooey,Bálna,Lemur,Okapi,,Franny,Bárány,Kb,
9,7,,,,Ka,Zooey,Bálna,Lemur,Okapi,,Franny,Bárány,Kb,Mongúz
9,7,,,Mongúz,Ka,Zooey,Bálna,Okapi,,,Franny,Bárány,Kb,Lemur
9,7,,,Mongúz,Kb,Zooey,Bálna,Okapi,Ka,,Franny,Bárány,Lemur,
9,7,,,,Kb,Zooey,Bálna,Okapi,Ka,,Franny,Bárány,Lemur,Mongúz
9,7,,,,Mongúz,Zooey,Bálna,Okapi,Ka,,Franny,Bárány,Kb,Lemur
9,7,,,,Lemur,Zooey,Bálna,Okapi,Ka,,Franny,Bárány,Mongúz,Kb
9,7,,,,Mongúz,Zooey,Bálna,Lemur,Okapi,,Franny,Bárány,Ka,Kb
9,7,,,,Mongúz,Zooey,Bálna,Okapi,,Kb,Franny,Bárány,Lemur,Ka
9,7,,,Mongúz,Kb,Ka,Bálna,Okapi,Zooey,,Franny,Bárány,Lemur,
9,7,,,,Kb,Ka,Bálna,Okapi,Zooey,,Franny,Bárány,Lemur,Mongúz
9,7,,,,Mongúz,Ka,Bálna,Okapi,Zooey,,Franny,Bárány,Kb,Lemur
9,7,,,,Lemur,Ka,Bálna,Okapi,Zooey,,Franny,Bárány,Mongúz,Kb
9,7,,,,Mongúz,Kb,Bálna,Okapi,Zooey,,Franny,Bárány,Lemur,Ka
9,7,,,,Mongúz,Okapi,Bálna,Lemur,Zooey,,Franny,Bárány,Kb,Ka
9,7,,,Mongúz,Ka,Zooey,Okapi,Bálna,,,Franny,Bárány,Lemur,Kb
9,7,,,Mongúz,Lemur,Zooey,Ka,Bálna,Okapi,,Franny,Bárány,Kb,
9,7,,,,Lemur,Zooey,Ka,Bálna,Okapi,,Franny,Bárány,Kb,Mongúz
9,7,,,,Mongúz,Zooey,Ka,Bálna,Okapi,,Franny,Bárány,Lemur,Kb
9,7,,,Mongúz,Lemur,Zooey,Okapi,Bálna,Ka,,Franny,Bárány,Kb,
9,7,,,,Lemur,Zooey,Okapi,Bálna,Ka,,Franny,Bárány,Kb,Mongúz
9,7,,,,Mongúz,Zooey,Okapi,Bálna,Ka,,Franny,Bárány,Lemur,Kb
9,7,,,Mongúz,Lemur,Zooey,Okapi,Bálna,,,Franny,Bárány,Ka,Kb
9,7,,,Mongúz,Kb,Zooey,Okapi,Bálna,,,Franny,Bárány,Lemur,Ka
9,7,,,Mongúz,Lemur,Ka,Okapi,Bálna,Zooey,,Franny,Bárány,Kb,
9,7,,,,Lemur,Ka,Okapi,Bálna,Zooey,,Franny,Bárány,Kb,Mongúz
9,7,,,,Mongúz,Ka,Okapi,Bálna,Zooey,,Franny,Bárány,Lemur,Kb
9,7,,,,Ka,Zooey,Okapi,Lemur,Bálna,,Franny,Bárány,Mongúz,Kb
9,7,,,,Ka,Zooey,Mongúz,Okapi,Bálna,,Franny,Bárány,Lemur,Kb
9,7,,,Mongúz,,Zooey,Ka,Okapi,Bálna,Kb,Franny,Bárány,Lemur,
9,7,,,Mongúz,Lemur,Zooey,Okapi,Ka,Bálna,,Franny,Bárány,Kb,
9,7,,,,Lemur,Zooey,Okapi,Ka,Bálna,,Franny,Bárány,Kb,Mongúz
9,7,,,,Mongúz,Zooey,Okapi,Ka,Bálna,,Franny,Bárány,Lemur,Kb
9,7,,,Mongúz,Kb,Zooey,Okapi,Lemur,Bálna,,Franny,Bárány,Ka,
9,7,,,,Kb,Zooey,Okapi,Lemur,Bálna,,Franny,Bárány,Ka,Mongúz
9,7,,,,Lemur,Zooey,Mongúz,Okapi,Bálna,,Franny,Bárány,Ka,Kb
9,7,,,,Kb,Zooey,Okapi,Lemur,Bálna,,Franny,Bárány,Mongúz,Ka
9,7,,,,Kb,Zooey,Mongúz,Okapi,Bálna,,Franny,Bárány,Lemur,Ka
9,7,,,,Mongúz,Zooey,Okapi,Kb,Bálna,,Franny,Bárány,Lemur,Ka
9,7,,,,Mongúz,Zooey,,Okapi,Bálna,Kb,Franny,Bárány,Lemur,Ka
9,7,,,Ka,Mongúz,Zooey,Okapi,Lemur,,,Franny,Bárány,Kb,Bálna
9,7,,,Mongúz,Ka,Zooey,Okapi,Kb,,,Franny,Bárány,Lemur,Bálna
9,7,,Lemur,Mongúz,Ka,Zooey,Okapi,,,,Franny,Bárány,Kb,Bálna
9,7,,,,Ka,Zooey,Mongúz,Lemur,Okapi,,Franny,Bárány,Kb,Bálna
9,7,,,,Kb,Zooey,Ka,Lemur,Okapi,,Franny,Bárány,Mongúz,Bálna
9,7,,,,Mongúz,Zooey,Ka,Kb,Okapi,,Franny,Bárány,Lemur,Bálna
