Rossz,Szomszedos,Szep. 25--27.,Okt. 2--4.,Okt. 9--11.,Okt. 16--18.,Oszi szunet,Nov. 6--8.,Nov. 13--15.,Nov. 20--22.,Nov. 27--29.,Dec. 4--6.,Dec. 11--13.,Dec. 18--20.,Jan. 8--10.,Jan. 15--17.,Jan. 22--24.,Jan. 29--31.
4,1,Lemur,,Hetedikesek,,,Beluga,,Okapi,,Monguz,B,,,ZsB,,ZsA
4,1,Lemur,,Hetedikesek,,,Beluga,,Okapi,,ZsA,B,,Monguz,,ZsB,
4,1,Lemur,,Hetedikesek,,,Beluga,,Okapi,,,B,,Monguz,ZsB,,ZsA
4,1,Lemur,,Hetedikesek,,,ZsB,,Okapi,,ZsA,B,,Monguz,,Beluga,
4,1,Lemur,,Hetedikesek,,,Beluga,,,Okapi,,B,,Monguz,ZsB,,ZsA
4,1,Lemur,,Hetedikesek,,,ZsA,Beluga,,Okapi,,B,,Monguz,,ZsB,
4,1,Lemur,,Hetedikesek,,,ZsB,Beluga,,Okapi,,B,,Monguz,,ZsA,
4,1,Lemur,,Hetedikesek,,,,Beluga,,Okapi,,B,,Monguz,,ZsB,ZsA
4,1,Lemur,,Hetedikesek,,,ZsA,,Beluga,Okapi,,B,,Monguz,,ZsB,
4,1,Lemur,,Hetedikesek,,,ZsB,,Beluga,Okapi,,B,,Monguz,,ZsA,
4,1,Lemur,,Monguz,Hetedikesek,,Beluga,,Okapi,,,B,,,ZsB,,ZsA
4,1,Lemur,,Monguz,Hetedikesek,,Beluga,,,Okapi,,B,,,ZsB,,ZsA
4,1,Lemur,,Monguz,Hetedikesek,,,Beluga,,Okapi,,B,,ZsB,,ZsA,
4,1,Lemur,,,Hetedikesek,,Beluga,Monguz,,Okapi,,B,,,ZsB,,ZsA
4,1,Lemur,,,Hetedikesek,,,Monguz,,Okapi,,B,,Beluga,ZsB,,ZsA
4,1,Lemur,,,Hetedikesek,,Beluga,,Okapi,,Monguz,B,,,ZsB,,ZsA
4,1,Lemur,,,Hetedikesek,,Beluga,,Okapi,,ZsA,B,,Monguz,,ZsB,
4,1,Lemur,,,Hetedikesek,,Beluga,,Okapi,,,B,,Monguz,ZsB,,ZsA
4,1,Lemur,,,Hetedikesek,,ZsB,,Okapi,,ZsA,B,,Monguz,,Beluga,
4,1,Lemur,,,Hetedikesek,,Beluga,,,Okapi,,B,,Monguz,ZsB,,ZsA
4,1,Lemur,ZsA,,Hetedikesek,,,Beluga,,Okapi,,B,,Monguz,,ZsB,
4,1,Lemur,,,Hetedikesek,,ZsA,Beluga,,Okapi,,B,,Monguz,,ZsB,
4,1,Lemur,,ZsB,Hetedikesek,,,Beluga,,Okapi,,B,,Monguz,,ZsA,
4,1,Lemur,,,Hetedikesek,,ZsB,Beluga,,Okapi,,B,,Monguz,,ZsA,
4,1,Lemur,,,Hetedikesek,,,Beluga,,Okapi,,B,,Monguz,,ZsB,ZsA
4,1,Lemur,,,Hetedikesek,,ZsA,,Beluga,Okapi,,B,,Monguz,,ZsB,
4,1,Lemur,,,Hetedikesek,,ZsB,,Beluga,Okapi,,B,,Monguz,,ZsA,
4,1,,Lemur,,Hetedikesek,,Beluga,Monguz,,Okapi,,B,,ZsB,,ZsA,
4,1,,Lemur,,Hetedikesek,,ZsA,Monguz,,Okapi,,B,,Beluga,,ZsB,
4,1,,Lemur,,Hetedikesek,,ZsB,Monguz,,Okapi,,B,,Beluga,,ZsA,
4,1,,Lemur,,Hetedikesek,,,Monguz,,Okapi,,B,,Beluga,,ZsB,ZsA
4,1,,Lemur,,Hetedikesek,,ZsA,Monguz,,Okapi,,B,,ZsB,,Beluga,
4,1,,Lemur,,Hetedikesek,,,Monguz,,Okapi,,B,,ZsB,,Beluga,ZsA
4,1,,Lemur,,Hetedikesek,,ZsA,Monguz,,Okapi,,B,,,ZsB,,Beluga
4,1,,Lemur,,Hetedikesek,,Beluga,,Monguz,Okapi,,B,,,ZsB,,ZsA
4,1,,Lemur,,Hetedikesek,,Beluga,,Okapi,Monguz,,B,,,ZsB,,ZsA
4,1,,Lemur,,Hetedikesek,,Beluga,,Okapi,,Monguz,B,,ZsB,,ZsA,
4,1,,Lemur,,Hetedikesek,,ZsA,,Okapi,,Monguz,B,,Beluga,,ZsB,
4,1,,Lemur,,Hetedikesek,,ZsB,,Okapi,,Monguz,B,,Beluga,,ZsA,
4,1,,Lemur,,Hetedikesek,,ZsA,,Okapi,,Monguz,B,,ZsB,,Beluga,
4,1,,Lemur,,Hetedikesek,,ZsA,,Okapi,,Monguz,B,,,ZsB,,Beluga
4,1,,Lemur,,Hetedikesek,,ZsB,,Beluga,,Monguz,B,,,Okapi,,ZsA
4,1,,Lemur,,Hetedikesek,,Beluga,,Okapi,ZsA,,B,,Monguz,,ZsB,
4,1,,Lemur,,Hetedikesek,,Beluga,,Okapi,,,B,,Monguz,,ZsB,ZsA
4,1,,Lemur,,Hetedikesek,,Beluga,,Okapi,,ZsA,,,Monguz,ZsB,,B
4,1,,Lemur,,Hetedikesek,,ZsB,,Okapi,ZsA,,B,,Monguz,,Beluga,
4,1,,Lemur,,Hetedikesek,,ZsB,,Okapi,,,B,,Monguz,,Beluga,ZsA
4,1,,Lemur,,Hetedikesek,,ZsA,,Okapi,,,B,,Monguz,ZsB,,Beluga
4,1,,Lemur,,Hetedikesek,,Beluga,,,Okapi,,B,,Monguz,,ZsB,ZsA
4,1,,Lemur,,Hetedikesek,,,Beluga,,Okapi,,B,,Monguz,ZsA,,ZsB
4,1,,Lemur,,Hetedikesek,,,Beluga,,Okapi,,B,,Monguz,,ZsA,ZsB
4,1,,Lemur,,Hetedikesek,,ZsB,Beluga,,Okapi,,B,,Monguz,,,ZsA
4,1,,Lemur,,Hetedikesek,,,Beluga,,Okapi,,ZsA,,Monguz,ZsB,,B
4,1,,Lemur,,Hetedikesek,,ZsB,,Beluga,Okapi,,B,,Monguz,,,ZsA
4,1,,Lemur,,Hetedikesek,,ZsB,,,Okapi,,B,,Monguz,,Beluga,ZsA
4,1,,Lemur,,Hetedikesek,,ZsA,,,Okapi,,B,,Monguz,ZsB,,Beluga
4,1,,Lemur,,Hetedikesek,,ZsB,,Beluga,,,B,,Monguz,Okapi,,ZsA
4,1,,ZsA,,Hetedikesek,,Beluga,Lemur,,Okapi,,B,,Monguz,,ZsB,
4,1,,ZsA,,Hetedikesek,,ZsB,Lemur,,Okapi,,B,,Monguz,,Beluga,
4,1,,ZsA,,Hetedikesek,,,Lemur,,Okapi,,B,,Monguz,ZsB,,Beluga
4,1,,ZsA,,Hetedikesek,,,Beluga,,Lemur,,B,,Monguz,Okapi,,ZsB
4,1,,ZsA,,Hetedikesek,,,Beluga,,Lemur,,B,,Monguz,ZsB,,Okapi
4,1,,ZsA,,Hetedikesek,,,Beluga,,Okapi,,Lemur,,Monguz,ZsB,,B
4,1,,,Monguz,Hetedikesek,,Beluga,,Okapi,,ZsA,,Lemur,,ZsB,,B
4,1,,ZsA,,Hetedikesek,,,Monguz,,Okapi,,B,Lemur,,ZsB,,Beluga
4,1,,ZsA,,Hetedikesek,,Beluga,,Okapi,,Monguz,,Lemur,,ZsB,B,
4,1,,ZsA,,Hetedikesek,,,Beluga,Okapi,,Monguz,,Lemur,,ZsB,,B
4,1,,ZsA,,Hetedikesek,,,Beluga,,Okapi,Monguz,,Lemur,,ZsB,,B
4,1,,Monguz,,Hetedikesek,,,Beluga,,Okapi,,B,,Lemur,ZsB,,ZsA
4,1,,ZsA,,Hetedikesek,,,Monguz,,Okapi,,B,,Lemur,,Beluga,ZsB
4,1,,ZsA,,Hetedikesek,,,Monguz,,Okapi,,B,,Lemur,,ZsB,Beluga
4,1,,ZsA,,Hetedikesek,,Beluga,,Monguz,Okapi,,B,,Lemur,,ZsB,
4,1,,ZsA,,Hetedikesek,,ZsB,,Monguz,Okapi,,B,,Lemur,,Beluga,
4,1,,ZsA,,Hetedikesek,,Beluga,,Okapi,Monguz,,B,,Lemur,,ZsB,
4,1,,ZsA,,Hetedikesek,,ZsB,,Okapi,Monguz,,B,,Lemur,,Beluga,
4,1,,ZsA,,Hetedikesek,,Beluga,,Okapi,,Monguz,,,Lemur,ZsB,,B
4,1,,ZsA,,Hetedikesek,,,Beluga,,Okapi,,Monguz,,Lemur,ZsB,,B
4,1,,ZsA,,Hetedikesek,,,Beluga,,Okapi,,B,,Lemur,ZsB,,Monguz
4,1,,ZsA,,Hetedikesek,,ZsB,Beluga,,Okapi,,B,,Monguz,,Lemur,
4,1,,ZsA,,Hetedikesek,,ZsB,,Beluga,Okapi,,B,,Monguz,,Lemur,
4,1,,ZsA,,Hetedikesek,,Beluga,Monguz,,Okapi,,B,,,ZsB,,Lemur
4,1,,ZsA,,Hetedikesek,,,Monguz,,Okapi,,B,,Beluga,ZsB,,Lemur
4,1,,ZsA,,Hetedikesek,,Beluga,,Okapi,,Monguz,B,,,ZsB,,Lemur
4,1,,ZsA,,Hetedikesek,,Beluga,,Okapi,,,B,,Monguz,ZsB,,Lemur
4,1,,ZsA,,Hetedikesek,,Beluga,,,Okapi,,B,,Monguz,ZsB,,Lemur
4,1,,ZsA,,Hetedikesek,,,Beluga,,Okapi,,B,,Monguz,,ZsB,Lemur
4,1,Lemur,,Monguz,,Hetedikesek,Beluga,,Okapi,,,B,,,ZsB,,ZsA
4,1,Lemur,,Monguz,,Hetedikesek,,Beluga,Okapi,,,B,,ZsB,,ZsA,
4,1,Lemur,,Monguz,,Hetedikesek,,Beluga,Okapi,,ZsA,,,,ZsB,,B
4,1,Lemur,,Monguz,,Hetedikesek,,,Okapi,,ZsA,B,,Beluga,,ZsB,
4,1,Lemur,,Monguz,,Hetedikesek,,,Okapi,,,B,,Beluga,ZsB,,ZsA
4,1,Lemur,,Monguz,,Hetedikesek,,,Okapi,,ZsA,B,,ZsB,,Beluga,
4,1,Lemur,,Monguz,,Hetedikesek,,,Okapi,,ZsA,B,,,ZsB,,Beluga
4,1,Lemur,,Monguz,,Hetedikesek,Beluga,,,Okapi,,B,,,ZsB,,ZsA
4,1,Lemur,,Monguz,,Hetedikesek,,Beluga,,Okapi,,B,ZsA,,ZsB,,
4,1,Lemur,,Monguz,,Hetedikesek,,Beluga,,Okapi,,B,,ZsB,ZsA,,
4,1,Lemur,,Monguz,,Hetedikesek,,Beluga,,Okapi,,B,,,,ZsB,ZsA
4,1,Lemur,,Monguz,,Hetedikesek,,Beluga,,Okapi,,ZsA,,,ZsB,B,
4,1,Lemur,,Monguz,,Hetedikesek,,Beluga,,Okapi,ZsA,,,,ZsB,,B
4,1,Lemur,,Monguz,,Hetedikesek,,,Beluga,Okapi,,B,,ZsB,,ZsA,
4,1,Lemur,,Monguz,,Hetedikesek,,,,Okapi,,B,,Beluga,ZsB,,ZsA
4,1,Lemur,,Monguz,,Hetedikesek,,ZsA,,Okapi,,B,,,ZsB,Beluga,
4,1,Lemur,,Monguz,,Hetedikesek,,Beluga,,ZsA,,B,,,Okapi,ZsB,
4,1,Lemur,,,,Hetedikesek,,Monguz,,Okapi,,B,,Beluga,ZsB,,ZsA
4,1,Lemur,,ZsB,,Hetedikesek,,Monguz,,Okapi,,B,,,ZsA,Beluga,
4,1,Lemur,,ZsB,,Hetedikesek,,Beluga,Okapi,,,B,,Monguz,,ZsA,
4,1,Lemur,,ZsB,,Hetedikesek,,,Okapi,,ZsA,B,,Monguz,,Beluga,
4,1,Lemur,ZsA,,,Hetedikesek,,Beluga,,Okapi,,B,,Monguz,,ZsB,
4,1,Lemur,,ZsB,,Hetedikesek,,Beluga,,Okapi,,B,,Monguz,ZsA,,
4,1,Lemur,,,,Hetedikesek,,Beluga,,Okapi,,B,,Monguz,,ZsB,ZsA
4,1,Lemur,,ZsB,,Hetedikesek,,,Beluga,Okapi,,B,,Monguz,,ZsA,
4,1,,Lemur,Monguz,,Hetedikesek,,Beluga,,Okapi,,B,,,ZsA,,ZsB
4,1,,Lemur,Monguz,,Hetedikesek,,Beluga,,Okapi,,B,,ZsB,,,ZsA
4,1,,Lemur,Monguz,,Hetedikesek,,Beluga,,Okapi,,ZsA,,,ZsB,,B
4,1,,Lemur,ZsB,,Hetedikesek,,Monguz,,Okapi,,B,,Beluga,,ZsA,
4,1,,Lemur,,,Hetedikesek,,Monguz,,Okapi,,B,,Beluga,,ZsB,ZsA
4,1,,Lemur,,,Hetedikesek,,Monguz,,Okapi,,B,,ZsB,,Beluga,ZsA
4,1,,Lemur,,ZsA,Hetedikesek,,Beluga,,Okapi,,B,,Monguz,,ZsB,
4,1,,Lemur,,,Hetedikesek,,Beluga,,Okapi,,B,,Monguz,ZsA,,ZsB
4,1,,Lemur,,ZsB,Hetedikesek,,Beluga,,Okapi,,B,,Monguz,,ZsA,
4,1,,Lemur,,,Hetedikesek,,Beluga,,Okapi,,B,,Monguz,,ZsA,ZsB
4,1,,Lemur,ZsB,,Hetedikesek,,Beluga,,Okapi,,B,,Monguz,,,ZsA
4,1,,Lemur,,,Hetedikesek,,Beluga,,Okapi,,ZsA,,Monguz,ZsB,,B
4,1,,,Lemur,,Hetedikesek,,Beluga,,Okapi,,B,,Monguz,ZsB,,ZsA
4,1,,ZsA,Monguz,,Hetedikesek,,Lemur,,Okapi,,B,,Beluga,,ZsB,
4,1,,,Monguz,,Hetedikesek,,Lemur,,Okapi,,B,,Beluga,,ZsB,ZsA
4,1,,ZsA,Monguz,,Hetedikesek,,Lemur,,Okapi,,B,,ZsB,,Beluga,
4,1,,,Monguz,,Hetedikesek,,Lemur,,Okapi,,B,,ZsB,,Beluga,ZsA
4,1,,ZsA,Monguz,,Hetedikesek,,Lemur,,Okapi,,B,,,ZsB,,Beluga
4,1,,ZsA,ZsB,,Hetedikesek,,Lemur,,Okapi,,B,,Monguz,,Beluga,
4,1,,,ZsB,,Hetedikesek,,Lemur,,Okapi,,B,,Monguz,,Beluga,ZsA
4,1,,ZsA,,,Hetedikesek,,Lemur,,Okapi,,B,,Monguz,ZsB,,Beluga
4,1,,,Monguz,,Hetedikesek,,Okapi,,Lemur,,B,,Beluga,ZsB,,ZsA
4,1,,,Monguz,,Hetedikesek,,Beluga,,Lemur,ZsA,,Okapi,,ZsB,,B
4,1,,ZsA,Monguz,,Hetedikesek,,Beluga,,Lemur,,B,,,Okapi,,ZsB
4,1,,ZsA,Monguz,,Hetedikesek,,Beluga,,Lemur,,B,,,ZsB,,Okapi
4,1,,,ZsB,,Hetedikesek,,Monguz,,Lemur,,B,,Beluga,Okapi,,ZsA
4,1,,,Okapi,,Hetedikesek,,Beluga,,Lemur,,B,,Monguz,ZsB,,ZsA
4,1,,ZsA,,Okapi,Hetedikesek,,Beluga,,Lemur,,B,,Monguz,,ZsB,
4,1,,ZsA,,,Hetedikesek,,Beluga,,Lemur,,B,,Monguz,Okapi,,ZsB
4,1,,ZsA,,,Hetedikesek,,Beluga,,Lemur,,B,,Monguz,ZsB,,Okapi
4,1,,ZsA,Monguz,,Hetedikesek,,Beluga,,Okapi,,Lemur,,,ZsB,,B
4,1,,ZsA,,,Hetedikesek,,Beluga,,Okapi,,Lemur,,Monguz,ZsB,,B
4,1,,,Monguz,,Hetedikesek,Beluga,,Okapi,,ZsA,,Lemur,,ZsB,,B
4,1,,,Monguz,,Hetedikesek,,Beluga,Okapi,,B,,Lemur,,ZsB,,ZsA
4,1,,,Monguz,,Hetedikesek,,Beluga,,Okapi,B,,Lemur,,ZsB,,ZsA
4,1,,,Monguz,,Hetedikesek,,Beluga,,Okapi,,B,Lemur,,ZsA,,ZsB
4,1,,ZsA,Monguz,,Hetedikesek,,Beluga,,Okapi,,,Lemur,,ZsB,,B
4,1,,,Monguz,,Hetedikesek,,Beluga,,Okapi,,ZsA,Lemur,,ZsB,,B
4,1,,ZsA,,,Hetedikesek,,Monguz,,Okapi,,B,Lemur,,ZsB,,Beluga
4,1,,ZsA,,,Hetedikesek,,Beluga,Okapi,,Monguz,,Lemur,,ZsB,,B
4,1,,ZsA,,,Hetedikesek,,Beluga,,Okapi,Monguz,,Lemur,,ZsB,,B
4,1,,Monguz,,,Hetedikesek,,Beluga,,Okapi,,B,,Lemur,ZsB,,ZsA
4,1,,ZsA,Monguz,,Hetedikesek,,Beluga,,Okapi,,B,,Lemur,,,ZsB
4,1,,,Monguz,,Hetedikesek,,Beluga,,Okapi,,ZsB,,Lemur,B,,ZsA
4,1,,ZsA,Monguz,,Hetedikesek,,Beluga,,Okapi,,ZsB,,Lemur,,B,
4,1,,,Monguz,,Hetedikesek,,Beluga,,Okapi,,ZsB,,Lemur,,B,ZsA
4,1,,,Monguz,,Hetedikesek,,Beluga,,Okapi,,ZsA,,Lemur,,ZsB,B
4,1,,,Monguz,,Hetedikesek,,Beluga,,Okapi,,ZsB,,Lemur,ZsA,,B
4,1,,,Monguz,,Hetedikesek,,Beluga,,Okapi,,ZsB,,Lemur,,ZsA,B
4,1,,,Monguz,,Hetedikesek,,ZsA,,Okapi,,B,,Lemur,ZsB,,Beluga
4,1,,,Monguz,,Hetedikesek,,Beluga,,ZsA,,B,,Lemur,Okapi,,ZsB
4,1,,,Monguz,,Hetedikesek,,Beluga,,ZsA,,B,,Lemur,ZsB,,Okapi
4,1,,,ZsB,,Hetedikesek,,Monguz,,Okapi,,B,,Lemur,Beluga,,ZsA
4,1,,ZsA,,ZsB,Hetedikesek,,Monguz,,Okapi,,B,,Lemur,,Beluga,
4,1,,ZsA,,,Hetedikesek,,Monguz,,Okapi,,B,,Lemur,,Beluga,ZsB
4,1,,ZsA,,,Hetedikesek,,Monguz,,Okapi,,B,,Lemur,,ZsB,Beluga
4,1,,,ZsB,,Hetedikesek,,Monguz,,Okapi,,B,,Lemur,ZsA,,Beluga
4,1,,,ZsB,,Hetedikesek,,Monguz,,Okapi,,B,,Lemur,,ZsA,Beluga
4,1,,,ZsB,,Hetedikesek,,Beluga,,Monguz,,B,,Lemur,Okapi,,ZsA
4,1,,ZsA,,,Hetedikesek,,Beluga,,Okapi,,Monguz,,Lemur,ZsB,,B
4,1,,,ZsB,,Hetedikesek,,Beluga,,Okapi,,B,,Lemur,Monguz,,ZsA
4,1,,ZsA,,,Hetedikesek,,Beluga,,Okapi,,B,,Lemur,ZsB,,Monguz
4,1,,ZsA,Monguz,,Hetedikesek,,Beluga,,Okapi,,B,,ZsB,,Lemur,
4,1,,,Monguz,,Hetedikesek,,Beluga,,Okapi,,B,,ZsB,,Lemur,ZsA
4,1,,ZsA,ZsB,,Hetedikesek,,Beluga,,Okapi,,B,,Monguz,,Lemur,
4,1,,,ZsB,,Hetedikesek,,Beluga,,Okapi,,B,,Monguz,,Lemur,ZsA
4,1,,,Monguz,,Hetedikesek,,Beluga,,Okapi,,B,ZsA,,ZsB,,Lemur
4,1,,,Monguz,,Hetedikesek,,Beluga,,Okapi,,B,,ZsB,ZsA,,Lemur
4,1,,,Monguz,,Hetedikesek,,Beluga,,Okapi,,B,,ZsB,,ZsA,Lemur
4,1,,ZsA,,,Hetedikesek,,Monguz,,Okapi,,B,,Beluga,ZsB,,Lemur
4,1,,ZsA,,,Hetedikesek,,Beluga,,Okapi,,B,,Monguz,,ZsB,Lemur
4,1,,,ZsB,,Hetedikesek,,Beluga,,Okapi,,B,,Monguz,ZsA,,Lemur
4,1,,,ZsB,,Hetedikesek,,Beluga,,Okapi,,B,,Monguz,,ZsA,Lemur
4,1,Lemur,,Monguz,,,Hetedikesek,,Okapi,,ZsA,B,,Beluga,,ZsB,
4,1,Lemur,,Monguz,,,Hetedikesek,,Okapi,,,B,,Beluga,ZsB,,ZsA
4,1,Lemur,,Monguz,,,Hetedikesek,,Okapi,,ZsA,B,,ZsB,,Beluga,
4,1,Lemur,,Monguz,,,Hetedikesek,,Okapi,,ZsA,B,,,ZsB,,Beluga
4,1,Lemur,,Monguz,,,Hetedikesek,Beluga,,Okapi,,B,,ZsB,,ZsA,
4,1,Lemur,,Monguz,,,Hetedikesek,,Beluga,Okapi,,B,,ZsB,,ZsA,
4,1,Lemur,,Monguz,,,Hetedikesek,,,Okapi,,B,,Beluga,ZsB,,ZsA
4,1,Lemur,,ZsB,,,Hetedikesek,,Okapi,,ZsA,B,,Monguz,,Beluga,
4,1,Lemur,,ZsB,,,Hetedikesek,Beluga,,Okapi,,B,,Monguz,,ZsA,
4,1,Lemur,,ZsB,,,Hetedikesek,,Beluga,Okapi,,B,,Monguz,,ZsA,
4,1,,Lemur,,Okapi,,Hetedikesek,,Beluga,,Monguz,B,,,ZsB,,ZsA
4,1,,Lemur,,Okapi,,Hetedikesek,,Beluga,,ZsA,B,,Monguz,,ZsB,
4,1,,Lemur,,Okapi,,Hetedikesek,,Beluga,,,B,,Monguz,ZsB,,ZsA
4,1,,Lemur,,ZsB,,Hetedikesek,,Okapi,,ZsA,B,,Monguz,,Beluga,
4,1,,Lemur,,ZsA,,Hetedikesek,Beluga,,Okapi,,B,,Monguz,,ZsB,
4,1,,Lemur,,ZsB,,Hetedikesek,Beluga,,Okapi,,B,,Monguz,,ZsA,
4,1,,Lemur,,ZsA,,Hetedikesek,,Beluga,Okapi,,B,,Monguz,,ZsB,
4,1,,Lemur,,ZsB,,Hetedikesek,,Beluga,Okapi,,B,,Monguz,,ZsA,
4,1,,ZsA,,Okapi,,Hetedikesek,Beluga,,Lemur,,B,,Monguz,,ZsB,
4,1,,ZsA,,Okapi,,Hetedikesek,,Beluga,Lemur,,B,,Monguz,,ZsB,
4,1,,ZsA,,ZsB,,Hetedikesek,,Okapi,Lemur,,B,,Monguz,,Beluga,
4,1,,ZsA,,ZsB,,Hetedikesek,Monguz,,Okapi,,B,,Lemur,,Beluga,
4,1,,ZsA,,Okapi,,Hetedikesek,,Beluga,,Monguz,B,,Lemur,,ZsB,
4,1,,ZsA,,ZsB,,Hetedikesek,,Okapi,,Monguz,B,,Lemur,,Beluga,
4,1,Lemur,,Monguz,,,Beluga,Hetedikesek,,Okapi,,B,,,ZsB,,ZsA
4,1,Lemur,,Monguz,,,,Hetedikesek,,Okapi,,B,,Beluga,ZsB,,ZsA
4,1,Lemur,,Monguz,,,Beluga,,Hetedikesek,Okapi,,B,,,ZsB,,ZsA
4,1,Lemur,,Monguz,,,Beluga,,Okapi,Hetedikesek,,B,,,ZsB,,ZsA
4,1,,Lemur,,Okapi,,,Beluga,,Hetedikesek,,B,,Monguz,ZsB,,ZsA
4,1,Lemur,,Monguz,,,Beluga,,Okapi,,Hetedikesek,B,,,ZsB,,ZsA
4,1,Lemur,,Monguz,,,Beluga,,Okapi,,,B,Hetedikesek,,ZsB,,ZsA
4,1,Lemur,,Monguz,,,Beluga,,Okapi,,ZsA,,Hetedikesek,,ZsB,B,
4,1,Lemur,,Monguz,,,,Beluga,Okapi,,ZsA,,Hetedikesek,,ZsB,,B
4,1,Lemur,,Monguz,,,Beluga,,,Okapi,,B,Hetedikesek,,ZsB,,ZsA
4,1,Lemur,,Monguz,,,,Beluga,,Okapi,ZsA,,Hetedikesek,,ZsB,,B
4,1,,Lemur,Monguz,,,Beluga,,Okapi,,ZsA,,Hetedikesek,,ZsB,,B
4,1,Lemur,,Monguz,,,Beluga,,Okapi,,ZsA,B,,Hetedikesek,,ZsB,
4,1,Lemur,,Monguz,,,Beluga,,Okapi,,,B,,Hetedikesek,ZsB,,ZsA
4,1,Lemur,,Monguz,,,ZsB,,Okapi,,ZsA,B,,Hetedikesek,,Beluga,
4,1,Lemur,,Monguz,,,Beluga,,,Okapi,,B,,Hetedikesek,ZsB,,ZsA
4,1,Lemur,,Monguz,,,ZsA,Beluga,,Okapi,,B,,Hetedikesek,,ZsB,
4,1,Lemur,,Monguz,,,ZsB,Beluga,,Okapi,,B,,Hetedikesek,,ZsA,
4,1,Lemur,,Monguz,,,,Beluga,,Okapi,,B,,Hetedikesek,,ZsB,ZsA
4,1,Lemur,,Monguz,,,ZsA,,Beluga,Okapi,,B,,Hetedikesek,,ZsB,
4,1,Lemur,,Monguz,,,ZsB,,Beluga,Okapi,,B,,Hetedikesek,,ZsA,
4,1,Lemur,,Monguz,,,Beluga,,Okapi,ZsA,,B,,,ZsB,,Hetedikesek
4,1,Lemur,,Monguz,,,ZsA,,Okapi,,,B,,Beluga,ZsB,,Hetedikesek
4,1,Lemur,,Monguz,ZsA,,,Beluga,,Okapi,,B,,,ZsB,,Hetedikesek
4,1,Lemur,,Monguz,,,,Beluga,,Okapi,,B,ZsA,,ZsB,,Hetedikesek
4,1,Lemur,,Monguz,,,ZsB,Beluga,,Okapi,,B,,,ZsA,,Hetedikesek
4,1,Lemur,,Monguz,,,,Beluga,,Okapi,,B,,ZsB,ZsA,,Hetedikesek
4,1,Lemur,,Monguz,,,,Beluga,,Okapi,,B,,ZsB,,ZsA,Hetedikesek
4,1,Lemur,,Monguz,,,ZsB,,Beluga,Okapi,,B,,,ZsA,,Hetedikesek
4,1,Lemur,,Monguz,,,ZsA,,,Okapi,,B,,Beluga,ZsB,,Hetedikesek
4,1,Lemur,,Monguz,,,ZsB,,Beluga,,ZsA,B,,,Okapi,,Hetedikesek
4,1,Lemur,,,ZsA,,,Beluga,,Okapi,,B,,Monguz,ZsB,,Hetedikesek
4,1,Lemur,,ZsB,,,,Beluga,,Okapi,,B,,Monguz,ZsA,,Hetedikesek
4,1,Lemur,,ZsB,,,,Beluga,,Okapi,,B,,Monguz,,ZsA,Hetedikesek
4,1,,Lemur,,ZsA,,Beluga,Monguz,,Okapi,,B,,,ZsB,,Hetedikesek
4,1,,Lemur,,ZsA,,,Monguz,,Okapi,,B,,Beluga,ZsB,,Hetedikesek
4,1,,Lemur,,Okapi,,ZsA,,Beluga,,Monguz,B,,,ZsB,,Hetedikesek
4,1,,Lemur,,ZsA,,Beluga,,Okapi,,Monguz,B,,,ZsB,,Hetedikesek
4,1,,Lemur,,Okapi,,,Beluga,,ZsA,,B,,Monguz,ZsB,,Hetedikesek
4,1,,Lemur,,Okapi,,ZsA,,Beluga,,,B,,Monguz,ZsB,,Hetedikesek
4,1,,Lemur,,ZsA,,Beluga,,Okapi,,,B,,Monguz,ZsB,,Hetedikesek
4,1,,Lemur,,ZsA,,Beluga,,,Okapi,,B,,Monguz,ZsB,,Hetedikesek
4,1,,Lemur,,ZsA,,,Beluga,,Okapi,,B,,Monguz,,ZsB,Hetedikesek
4,1,,Lemur,,ZsB,,,Beluga,,Okapi,,B,,Monguz,ZsA,,Hetedikesek
4,1,,Lemur,,ZsB,,,Beluga,,Okapi,,B,,Monguz,,ZsA,Hetedikesek
4,1,,ZsA,,Okapi,,Beluga,Monguz,,Lemur,,B,,,ZsB,,Hetedikesek
4,1,,ZsA,,Okapi,,,Monguz,,Lemur,,B,,Beluga,ZsB,,Hetedikesek
4,1,,ZsA,,Okapi,,Beluga,,,Lemur,,B,,Monguz,ZsB,,Hetedikesek
4,1,,ZsA,,Okapi,,,Beluga,,Lemur,,B,,Monguz,,ZsB,Hetedikesek
4,1,,ZsA,,ZsB,,,Beluga,,Lemur,,B,,Monguz,Okapi,,Hetedikesek
4,1,,ZsA,,ZsB,,,Monguz,,Okapi,,B,,Lemur,,Beluga,Hetedikesek
4,1,,ZsA,,Okapi,,,Beluga,,Monguz,,B,,Lemur,ZsB,,Hetedikesek
4,2,Hetedikesek,Lemur,Monguz,,,Beluga,,Okapi,,,B,,ZsB,,ZsA,
4,2,Hetedikesek,Lemur,Monguz,,,Beluga,,Okapi,,ZsA,,,,ZsB,,B
4,2,Hetedikesek,Lemur,Monguz,,,ZsA,,Okapi,,,B,,Beluga,,ZsB,
4,2,Hetedikesek,Lemur,Monguz,,,ZsB,,Okapi,,,B,,Beluga,,ZsA,
4,2,Hetedikesek,Lemur,Monguz,,,ZsA,,Okapi,,,B,,ZsB,,Beluga,
